City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Crateus,BR,-5.1783,-40.6775,72.86,86,73,1.05,broken clouds
453,Diglur,IN,18.55,77.6,88.95,29,38,5.41,scattered clouds
454,Miyako,JP,39.6367,141.9525,41.0,79,76,15.59,broken clouds
455,Karasjok,NO,69.4719,25.5112,33.8,75,90,4.61,overcast clouds
456,Lukulu,ZM,-14.3707,23.242,64.0,71,72,5.97,broken clouds
457,Bayan,CN,46.0833,127.4,54.99,25,100,5.95,overcast clouds
458,Berlevag,NO,70.8578,29.0864,30.02,84,99,14.56,overcast clouds
459,Tromso,NO,69.6496,18.957,32.0,93,75,5.75,light snow
460,Bairiki,KI,1.3292,172.9752,78.8,89,75,6.91,light rain
461,Filingue,NE,14.3521,3.3168,89.98,19,9,2.84,clear sky
462,Jian,CN,27.1172,114.9793,63.43,88,100,3.6,overcast clouds
463,Tibu,CO,8.639,-72.7358,78.04,85,60,1.7,broken clouds
464,Saryg-Sep,RU,51.5,95.6,32.76,61,21,1.28,few clouds
465,Nandyal,IN,15.4833,78.4833,80.98,51,79,3.91,broken clouds
466,Bilibino,RU,68.0546,166.4372,22.46,79,100,3.06,overcast clouds
467,Vao,NC,-22.6667,167.4833,74.46,69,62,15.43,broken clouds
468,Freeport,US,40.6576,-73.5832,57.99,62,1,6.89,clear sky
469,Ketchikan,US,55.3422,-131.6461,60.8,29,1,11.5,clear sky
470,Minab,IR,27.1467,57.0801,69.8,64,92,4.61,haze
471,Arkhara,RU,49.4212,130.0842,50.07,32,100,7.38,overcast clouds
472,Burnie,AU,-41.0667,145.9167,60.01,62,13,13.0,few clouds
473,Prince Rupert,CA,54.3161,-130.3201,59.0,31,1,9.22,clear sky
474,Michigan City,US,41.7075,-86.895,37.99,75,40,10.49,scattered clouds
475,Komsomolskiy,UZ,40.4272,71.7189,60.8,44,0,9.22,clear sky
476,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,72,40,5.75,scattered clouds
477,Antalaha,MG,-14.9003,50.2788,71.98,89,100,5.7,overcast clouds
478,Mason City,US,43.1536,-93.201,44.6,65,40,16.11,scattered clouds
479,Iskateley,RU,67.6803,53.1512,36.48,93,100,6.4,overcast clouds
480,Novocherkassk,RU,47.4181,40.0939,46.4,61,20,8.95,moderate rain
481,Paamiut,GL,61.994,-49.6678,36.37,96,100,4.5,light rain
482,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,82,75,10.36,broken clouds
483,Sungairaya,ID,0.7,108.9,83.37,72,12,3.71,few clouds
484,Laguna,US,38.421,-121.4238,61.0,55,40,10.36,scattered clouds
485,Taltal,CL,-25.4,-70.4833,62.6,82,0,4.18,clear sky
486,Zhuanghe,CN,39.7008,122.9911,58.82,39,100,5.39,overcast clouds
487,Port Blair,IN,11.6667,92.75,75.2,88,40,6.17,mist
488,Edd,ER,13.9297,41.6925,87.15,59,88,11.05,overcast clouds
489,Smithers,CA,54.7804,-127.1743,57.2,19,1,11.5,clear sky
490,Troitskoye,RU,52.9821,84.6757,37.51,73,100,5.7,overcast clouds
491,Basco,PH,20.4487,121.9702,75.96,67,69,19.04,broken clouds
492,Hansot,IN,21.5833,72.8,77.0,83,40,1.05,mist
493,Newport,GB,51.5877,-2.9984,43.0,78,11,1.01,few clouds
494,Boguchany,RU,58.3814,97.4531,35.17,93,100,7.2,light snow
495,Vanavara,RU,60.34,102.2797,33.28,80,59,11.27,broken clouds
496,Shihezi,CN,44.3,86.0333,47.43,24,100,4.36,overcast clouds
497,Salo,IT,45.6086,10.531,61.0,51,75,8.05,broken clouds
498,Yarada,IN,17.65,83.2667,80.6,94,40,3.44,mist
499,Nadterechnoye,RU,43.6227,45.3397,50.0,93,0,6.71,clear sky
500,Faisalabad,PK,31.4167,73.0833,77.95,21,0,4.12,clear sky
501,Esperance,AU,-33.8667,121.9,73.4,33,0,17.27,clear sky
502,San Patricio,US,28.017,-97.5169,77.0,78,75,11.5,broken clouds
503,Havoysund,NO,70.9963,24.6622,32.0,100,75,5.75,light snow
504,Doha,QA,25.2867,51.5333,81.0,73,8,4.61,clear sky
505,Plettenberg Bay,ZA,-34.0527,23.3716,64.18,72,100,3.49,overcast clouds
506,Bull Savanna,JM,17.8868,-77.5902,75.11,82,85,5.03,overcast clouds
507,Diego De Almagro,CL,-26.3667,-70.05,58.59,66,0,0.87,clear sky
508,Maniitsoq,GL,65.4167,-52.9,40.37,77,100,3.62,overcast clouds
509,Eisenberg,DE,50.9667,11.9,30.99,64,7,1.21,clear sky
510,Cootamundra,AU,-34.65,148.0333,63.0,57,0,1.99,clear sky
511,La Palma,US,33.8464,-118.0467,64.99,59,75,12.66,broken clouds
512,Bahir Dar,ET,11.5936,37.3908,61.81,86,100,7.49,moderate rain
513,Usuki,JP,33.1081,131.7878,57.2,41,0,14.97,clear sky
514,Rapid Valley,US,44.0625,-103.1463,57.99,50,40,8.05,scattered clouds
515,Bathsheba,BB,13.2167,-59.5167,78.8,65,40,14.97,scattered clouds
516,Boa Vista,BR,2.8197,-60.6733,80.6,83,75,2.3,broken clouds
517,Mocuba,MZ,-16.8392,36.9856,68.27,98,21,3.15,few clouds
518,Murgab,TM,37.4966,61.9714,64.4,59,0,4.61,clear sky
519,Zhangye,CN,38.9342,100.4517,42.64,21,100,5.21,overcast clouds
520,Novikovo,RU,51.1537,37.8879,38.62,75,100,1.23,light rain
521,Termoli,IT,41.9888,14.9895,53.37,77,15,5.57,few clouds
522,Yekaterinogradskaya,RU,43.7635,44.2317,48.2,93,90,4.47,overcast clouds
523,Hurghada,EG,27.2574,33.8129,73.4,35,0,1.28,clear sky
524,Betioky,MG,-23.7167,44.3833,66.94,86,0,3.62,clear sky
525,Armizonskoye,RU,55.9461,67.6736,42.75,91,42,6.89,scattered clouds
526,Whyalla,AU,-33.0333,137.5833,69.8,52,3,5.75,clear sky
527,Malaya Purga,RU,56.5567,53.0043,34.0,88,100,1.99,light snow
528,Moose Factory,CA,51.2585,-80.6094,26.6,59,1,3.44,clear sky
529,Poum,NC,-20.2333,164.0167,77.2,72,84,21.39,broken clouds
530,Weligama,LK,5.9667,80.4167,77.34,87,100,2.62,overcast clouds
531,Butea,RO,47.0667,26.9167,39.99,75,100,9.71,overcast clouds
532,Solnechnyy,RU,50.7214,136.6319,47.1,33,63,2.77,broken clouds
533,Sao Sebastiao,BR,-23.76,-45.4097,71.04,80,93,3.44,overcast clouds
534,Brezno,SK,48.8043,19.6363,28.0,46,5,1.01,clear sky
535,Terme,TR,41.2092,36.9739,50.0,87,75,2.3,moderate rain
536,Morgan City,US,29.6994,-91.2068,69.8,78,1,4.61,clear sky
537,Gushikawa,JP,26.3544,127.8686,75.2,60,20,11.5,few clouds
538,Rassvet,RU,46.8333,40.75,44.73,92,100,8.01,light rain
539,Grand Gaube,MU,-20.0064,57.6608,75.0,89,100,5.01,moderate rain
540,Lexington,US,37.9887,-84.4777,54.0,71,1,4.61,clear sky
541,Raudeberg,NO,61.9875,5.1352,37.0,75,2,8.59,clear sky
542,Lurgan,GB,54.4608,-6.3294,41.0,93,0,3.44,clear sky
543,Sinnamary,GF,5.3833,-52.95,77.56,89,100,9.8,overcast clouds
544,Madaba,JO,31.5833,35.6667,71.6,58,4,2.3,haze
545,La Peca,PE,-5.6111,-78.435,69.98,83,24,3.94,few clouds
546,Kenai,US,60.5544,-151.2583,57.2,33,1,8.05,clear sky
547,Beaverlodge,CA,55.2166,-119.4361,50.0,22,40,11.5,scattered clouds
548,Nioro,GM,13.35,-15.75,77.95,36,11,8.93,few clouds
549,Livingstonia,MW,-10.606,34.1063,62.76,88,64,1.63,broken clouds
550,Marigot,MF,18.0667,-63.0833,80.6,74,40,10.36,scattered clouds
551,Liaozhong,CN,41.5061,122.7242,62.6,25,0,6.71,clear sky
552,Imbituba,BR,-28.24,-48.6703,69.8,83,75,3.44,light rain
553,Minot,US,48.2325,-101.2963,41.0,65,90,11.5,overcast clouds
554,Helong,CN,42.5397,128.9972,58.42,25,26,3.13,scattered clouds
555,San Martin,AR,-33.081,-68.4681,62.6,55,0,3.44,clear sky
556,Mikhaylovka,RU,50.06,43.2379,40.57,56,100,2.68,overcast clouds
557,Fare,PF,-16.7,-151.0167,81.39,64,0,2.68,clear sky
558,San Quintin,MX,30.4833,-115.95,61.09,68,72,11.18,broken clouds
559,Huanren,CN,41.2647,125.3667,60.71,24,100,4.7,overcast clouds
560,Copperas Cove,US,31.1241,-97.9031,78.8,47,1,6.91,clear sky
561,Amapa,BR,1.0,-52.0,70.36,99,100,1.81,light rain
562,Coihueco,CL,-36.6167,-71.8333,57.2,77,0,3.44,clear sky
563,Grindavik,IS,63.8424,-22.4338,39.2,93,0,14.97,clear sky
564,Curanilahue,CL,-37.4667,-73.35,50.77,92,5,4.29,clear sky
565,Dzhebariki-Khaya,RU,62.2167,135.8,30.47,86,100,5.06,overcast clouds
566,Tuy Hoa,VN,13.0833,109.3,84.25,70,16,1.03,few clouds
567,Blyth,GB,55.1271,-1.5086,37.99,93,12,1.14,few clouds
568,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.16,96,100,0.96,overcast clouds
569,Rovaniemi,FI,66.5,25.7167,28.4,69,75,11.5,broken clouds
570,Leh,IN,34.1667,77.5833,30.47,36,0,2.53,clear sky
571,Noumea,NC,-22.2763,166.4572,77.0,69,40,13.8,scattered clouds
572,Acarau,BR,-2.8856,-40.12,77.72,80,6,8.93,clear sky
573,Korla,CN,41.7597,86.1469,49.73,21,26,3.74,scattered clouds
574,Campbellton,CA,48.0075,-66.6727,41.0,75,100,14.97,overcast clouds
575,Fort Nelson,CA,58.8053,-122.7002,57.2,17,75,5.75,broken clouds
576,Svetlaya,RU,46.5389,138.3297,42.03,44,4,7.18,clear sky
577,Mittagong,AU,-34.45,150.45,71.01,60,0,1.99,clear sky
578,Viesca,MX,25.35,-102.8,96.8,9,75,8.1,broken clouds
579,Jalu,LY,29.0331,21.5482,62.73,54,0,10.67,clear sky
580,Luziania,BR,-16.2525,-47.9503,69.8,83,75,3.44,broken clouds
581,Sompeta,IN,18.9333,84.6,81.54,66,74,9.55,broken clouds
582,Xingcheng,CN,40.6167,120.7167,59.65,30,96,6.55,overcast clouds
583,Vidim,RU,56.4088,103.1106,31.66,93,100,8.79,light snow
584,Sant Feliu De Guixols,ES,41.7833,3.0333,55.99,87,0,5.93,clear sky
585,Faya,SA,18.3851,42.4509,60.8,59,40,7.65,light rain
586,Hazorasp,UZ,41.3194,61.0742,55.4,38,0,4.61,clear sky
587,Sur,OM,22.5667,59.5289,83.17,43,10,7.25,clear sky
588,Tarakan,ID,3.3,117.6333,86.0,79,75,6.91,broken clouds
589,Yar-Sale,RU,66.8333,70.8333,33.15,99,100,12.26,overcast clouds
590,Goshen,US,41.5823,-85.8344,39.2,65,1,5.75,clear sky
591,Wakema,MM,16.6,95.1833,82.02,70,100,5.55,overcast clouds
592,Capao Da Canoa,BR,-29.7456,-50.0097,65.86,75,100,9.26,overcast clouds
593,Marrakesh,MA,31.6315,-8.0083,60.8,63,40,5.75,scattered clouds
594,Hershey,US,40.2859,-76.6503,60.8,36,75,18.41,broken clouds
595,Cap Malheureux,MU,-19.9842,57.6142,75.0,89,100,5.99,moderate rain
596,Baturaja,ID,-4.1333,104.1667,78.31,84,77,2.84,broken clouds
597,Ovsyanka,RU,55.9575,92.5519,42.8,36,0,11.18,light snow
598,Vallenar,CL,-28.5708,-70.7581,61.16,77,2,3.44,clear sky
599,Tateyama,JP,34.9833,139.8667,55.4,35,0,17.27,clear sky
600,Rudsar,IR,37.1376,50.288,57.2,94,0,2.3,clear sky
601,Gazojak,TM,41.1875,61.4036,64.98,22,0,14.25,clear sky
602,Bahia Blanca,AR,-38.7196,-62.2724,56.62,70,0,6.04,clear sky
603,Parintins,BR,-2.6283,-56.7358,75.0,95,100,1.77,light rain
604,Liuhe,CN,42.2401,125.7172,59.49,21,100,5.21,overcast clouds
605,Guatire,VE,10.4762,-66.5427,80.6,78,40,1.14,scattered clouds
606,Kaeo,NZ,-35.1,173.7833,64.99,75,17,1.01,few clouds
607,Shimizu,JP,43.0061,142.8847,41.0,36,20,10.36,few clouds
608,Ulaangom,MN,49.9811,92.0667,32.29,42,0,5.48,clear sky
609,Imeni Stepana Razina,RU,54.8932,44.2963,33.51,78,5,13.82,clear sky
610,Wangjing,IN,24.6,94.0333,66.2,88,20,1.5,mist
611,Samarai,PG,-10.6167,150.6667,85.14,69,59,11.54,broken clouds
612,Pavlodolskaya,RU,43.7192,44.4781,48.2,93,100,4.47,overcast clouds
613,Zorritos,PE,-3.6805,-80.6782,74.91,82,100,5.73,overcast clouds
614,Chitral,PK,35.8462,71.7858,56.68,41,3,7.05,clear sky
615,Launceston,AU,-41.45,147.1667,64.99,55,16,11.5,few clouds
616,Requena,ES,39.4883,-1.1004,57.0,84,100,7.0,moderate rain
617,Lagunas,PE,-5.2269,-75.6753,79.83,78,100,0.98,overcast clouds
618,Shimoda,JP,34.6667,138.95,57.2,41,20,19.57,few clouds
619,Barguzin,RU,53.6167,109.6167,33.89,88,100,7.09,overcast clouds
620,Maragogi,BR,-9.0122,-35.2225,77.74,83,36,6.29,scattered clouds
621,Zholymbet,KZ,51.7433,71.7122,48.4,74,100,11.34,overcast clouds
622,Beloha,MG,-25.1667,45.05,70.43,74,0,5.86,clear sky
623,Rengo,CL,-34.4167,-70.8667,55.4,71,0,2.3,clear sky
624,Mastic Beach,US,40.7668,-72.8521,52.0,71,1,3.44,clear sky
625,Pangnirtung,CA,66.1451,-65.7125,30.67,85,96,4.74,overcast clouds
626,Deer Lake,CA,49.1667,-57.4316,32.0,80,1,3.44,clear sky
627,Taixing,CN,32.1667,120.0136,71.01,59,46,10.02,scattered clouds
628,Koumac,NC,-20.5667,164.2833,77.85,69,74,15.75,broken clouds
629,Quzhou,CN,28.9594,118.8686,66.87,84,93,5.39,overcast clouds
630,Dubna,RU,56.7333,37.1667,32.49,85,100,10.76,overcast clouds
631,Labuhan,ID,-6.8844,112.2051,81.19,78,0,10.25,clear sky
632,Itapeva,BR,-23.9822,-48.8756,66.18,65,99,2.86,overcast clouds
633,Bogdanovich,RU,56.7803,62.0494,37.87,75,7,11.45,clear sky
634,Chimbote,PE,-9.0853,-78.5783,66.22,86,7,7.63,clear sky
635,Amuntai,ID,-2.4177,115.2494,85.55,64,33,2.86,light rain
636,Zapolyarnyy,RU,69.4154,30.8136,24.8,74,40,3.44,scattered clouds
637,Visby,SE,57.6409,18.296,35.6,75,40,14.97,scattered clouds
638,Port Arthur,CN,38.8,121.2667,60.8,41,0,8.95,clear sky
639,Chicama,PE,-7.8447,-79.1469,64.4,88,14,12.66,few clouds
640,Luganville,VU,-15.5333,167.1667,84.42,74,72,6.82,broken clouds
641,Fort Pierce,US,27.4467,-80.3256,80.01,73,90,4.61,overcast clouds
642,Dunedin,NZ,-45.8742,170.5036,62.01,33,50,25.01,scattered clouds
643,Mogzon,RU,51.7435,111.9606,35.37,99,100,4.03,overcast clouds
644,Itarantim,BR,-15.6597,-40.0656,70.72,92,63,2.06,broken clouds
645,Gibara,CU,21.1097,-76.1317,80.6,78,75,9.22,broken clouds
646,Bograd,RU,54.2344,90.8328,39.2,56,0,2.24,clear sky
647,Timizart,DZ,36.8,4.2667,62.11,50,46,9.24,scattered clouds
648,Sheltozero,RU,61.3667,35.3667,34.57,97,100,4.7,overcast clouds
649,Victor Harbor,AU,-35.5667,138.6167,62.01,79,2,1.01,clear sky
650,Maebaru,JP,33.55,130.2,64.0,25,0,9.22,clear sky
651,Baykit,RU,61.67,96.37,30.34,72,15,4.99,few clouds
652,Jawhar,SO,2.7809,45.5005,79.45,80,100,6.67,overcast clouds
653,Mehamn,NO,71.0357,27.8492,32.05,84,98,8.95,light snow
654,Olafsvik,IS,64.8945,-23.7142,39.2,89,7,14.23,clear sky
655,Itarema,BR,-2.9248,-39.9167,77.41,80,7,8.16,clear sky
656,Bukachacha,RU,52.9833,116.9167,45.73,43,100,9.78,light rain
657,Port Hardy,CA,50.6996,-127.4199,51.8,82,75,3.44,light rain
658,Kalanguy,RU,51.0167,116.5167,50.59,64,100,14.88,overcast clouds
659,Scottsbluff,US,41.8666,-103.6672,69.8,28,1,6.91,clear sky
660,Talas,TR,38.6908,35.5538,53.6,66,75,3.44,light rain
661,Give,DK,55.8398,9.25,35.01,80,8,1.14,clear sky
662,Balikpapan,ID,-1.2675,116.8289,80.96,78,65,3.91,broken clouds
663,Kanbe,MM,16.7053,96.0017,82.4,83,40,3.44,scattered clouds
664,Comodoro Rivadavia,AR,-45.8667,-67.5,53.6,76,0,3.44,clear sky
665,Payson,US,40.0444,-111.7321,57.0,58,75,17.27,broken clouds
666,Contramaestre,CU,20.2978,-76.2414,80.6,78,75,9.22,broken clouds
667,Tilichiki,RU,60.4667,166.1,31.24,95,100,5.73,overcast clouds
668,General Roca,AR,-39.0333,-67.5833,59.0,72,0,3.44,clear sky
669,Sidi Ali,DZ,36.0998,0.4206,58.62,89,100,15.84,overcast clouds
670,Batagay-Alyta,RU,67.8006,130.4114,27.03,78,100,3.11,overcast clouds
671,Banda Aceh,ID,5.5577,95.3222,81.07,73,97,5.41,overcast clouds
672,Biak,ID,-0.9131,122.8766,81.61,67,98,5.55,overcast clouds
673,Pangody,RU,65.85,74.4859,32.95,95,100,14.38,overcast clouds
674,Sept-Iles,CA,50.2001,-66.3821,41.0,70,40,8.05,scattered clouds
675,Canberra,AU,-35.2835,149.1281,57.99,54,5,4.61,clear sky
676,Krasnogorsk,RU,55.8225,37.3181,36.0,75,0,13.42,clear sky
677,Dudinka,RU,69.4058,86.1778,8.24,95,100,6.15,overcast clouds
678,Ouadda,CF,8.0777,22.4007,69.66,94,100,3.58,overcast clouds
